1st Term GPA,2nd Term GPA,First Language,Funding,School,Fast Track,Coop,Residency,Gender,Prev Education,Age Group,High School Average Mark,Math Score,English Grade,FirstYearPersistence
3.23913,3.309524,Other,Intl Regular,6.0,No,No,International,Female,PostSecondary,0 to 18,,26.0,Level-161,1.0
2.478261,2.576923,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,26 to 30,,,Level-160,1.0
2.565217,2.0,,Intl Regular,6.0,No,No,International,Male,HighSchool,19 to 20,,42.0,Level-160,1.0
3.869565,2.782609,Other,Second Career Program,6.0,No,No,Domestic,Male,0,41 to 50,,38.0,Level-161,1.0
2.98,3.673077,Other,Intl Regular,6.0,Yes,Yes,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
3.684211,0.136364,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,21 to 25,92.0,29.0,Level-170,0.0
3.82,4.083333,English,Apprentice_PS,6.0,No,Yes,Domestic,Male,PostSecondary,21 to 25,,29.0,Level-160,1.0
2.583333,2.875,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
3.652174,4.0,Other,Intl Regular,6.0,No,No,International,Female,HighSchool,0 to 18,,46.0,Level-170,1.0
3.416667,3.886364,Other,Intl Regular,6.0,Yes,Yes,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
3.907407,4.25,,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,21 to 25,,48.0,Level-161,1.0
0.0,,English,GPOG_FT,6.0,No,No,Domestic,Male,0,21 to 25,71.0,,,0.0
3.1875,4.020833,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,42.0,Level-161,1.0
4.217391,4.24,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-170,1.0
4.285714,4.409091,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,26 to 30,91.0,45.0,Level-170,1.0
0.214286,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,57.0,18.0,Level-160,0.0
1.956522,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,21 to 25,68.0,34.0,Level-170,0.0
4.166667,4.309524,English,GPOG_FT,6.0,No,No,Domestic,Female,PostSecondary,21 to 25,102.0,,Level-170,1.0
3.782609,3.227273,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
2.605263,1.880952,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,65.0,23.0,Level-160,1.0
0.5,1.375,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,56.0,31.0,Level-160,0.0
3.886364,4.333333,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,26 to 30,92.0,48.0,Level-170,1.0
3.291667,3.863636,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,,19.0,Level-160,1.0
1.47619,1.333333,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,75.0,36.0,Level-161,1.0
0.326087,1.428571,,Intl Regular,6.0,No,No,International,Male,,,,44.0,Level-171,1.0
2.772727,2.678571,English,GPOG_FT,6.0,No,No,Domestic,Male,0,21 to 25,81.0,25.0,Level-161,1.0
3.804348,4.096154,Other,Intl Regular,6.0,No,No,International,Female,HighSchool,0 to 18,,46.0,Level-161,1.0
3.54,3.565217,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-161,1.0
4.2,3.956522,Other,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,21 to 25,,49.0,Level-161,1.0
4.16,,Other,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,41 to 50,79.0,48.0,Level-141,0.0
3.3125,3.0,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,36 to 40,,39.0,Level-161,1.0
2.5,0.6,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,71.0,18.0,Level-160,1.0
3.666667,2.892857,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-160,1.0
3.5,1.275,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,81.0,44.0,Level-170,0.0
2.6875,1.294118,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,21 to 25,85.0,28.0,Level-170,1.0
2.291667,0.0,Other,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,89.0,18.0,Level-160,1.0
3.142857,2.466667,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,69.0,21.0,Level-170,1.0
0.0,,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,19 to 20,,33.0,Level-141,0.0
3.18,3.521739,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,84.0,31.0,Level-160,1.0
3.934783,3.9,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-171,1.0
2.638889,2.038462,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-161,1.0
4.119048,3.386364,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,0,19 to 20,,49.0,Level-170,1.0
2.916667,2.980769,Other,Intl Regular,6.0,Yes,Yes,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
3.7,2.583333,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,78.0,27.0,Level-170,1.0
3.68,3.454545,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
3.26087,3.4,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,82.0,34.0,Level-170,1.0
2.588235,1.225,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,80.0,31.0,Level-160,0.0
0.0,,English,GPOG_FT,6.0,No,No,Domestic,Male,0,21 to 25,,39.0,Level-141,0.0
3.818182,3.078947,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,0 to 18,85.0,35.0,Level-170,1.0
0.0,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,,19.0,Level-170,1.0
3.785714,2.788462,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,36 to 40,,35.0,Level-161,1.0
2.434783,1.944444,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,39.0,Level-141,1.0
3.086957,3.543478,,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,46.0,Level-161,0.0
3.38,3.038462,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-171,1.0
3.761905,3.818182,,Intl Transfer,6.0,No,Yes,International,Male,HighSchool,19 to 20,,47.0,Level-171,1.0
3.852941,2.222222,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,57.0,48.0,Level-170,1.0
3.3,2.886364,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,36 to 40,,36.0,Level-161,0.0
3.769231,3.2,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,26 to 30,,,,1.0
2.047619,1.725,Other,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,65.0,,Level-160,1.0
4.214286,4.152174,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,26 to 30,73.0,49.0,Level-170,1.0
2.0,2.416667,,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,42.0,Level-141,1.0
2.0,2.181818,Other,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,36 to 40,77.0,29.0,Level-141,1.0
3.117647,1.14,Other,GPOG_FT,6.0,No,Yes,Domestic,Female,PostSecondary,21 to 25,53.0,25.0,Level-161,1.0
,,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,19 to 20,60.0,32.0,Level-170,0.0
2.090909,1.0,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,83.0,41.0,Level-170,1.0
3.543478,3.386364,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-141,1.0
3.326087,2.090909,English,GPOG_FT,6.0,No,Yes,Domestic,Male,0,21 to 25,,32.0,Level-170,1.0
2.545455,1.947368,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,21 to 25,74.0,22.0,Level-170,1.0
3.421053,2.886364,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,21 to 25,80.0,19.0,Level-170,1.0
4.340909,3.86,,Intl Regular,6.0,Yes,Yes,International,Male,PostSecondary,21 to 25,,41.0,Level-170,1.0
2.545455,0.732143,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-171,1.0
2.694444,2.269231,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-160,1.0
2.0625,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,76.0,,Level-170,1.0
3.652174,3.714286,English,GPOG_FT,6.0,No,Yes,Domestic,Female,PostSecondary,26 to 30,75.0,17.0,Level-170,1.0
2.25,2.068182,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,19 to 20,,40.0,Level-161,1.0
2.15,3.0,,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,41.0,Level-141,1.0
0.0,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,89.0,,,0.0
3.388889,3.458333,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,,Level-161,1.0
0.722222,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,56.0,21.0,Level-160,0.0
2.8,2.980769,Other,Intl Regular,6.0,Yes,Yes,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
2.275,0.875,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,65.0,22.0,Level-160,0.0
3.02,2.958333,English,Apprentice_PS,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,81.0,20.0,Level-170,1.0
3.5,3.477273,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,19 to 20,79.0,34.0,Level-160,1.0
4.043478,4.0,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,43.0,Level-161,1.0
2.826087,2.615385,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-161,1.0
0.97619,,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,19 to 20,66.0,25.0,Level-161,0.0
3.4,3.391304,English,GPOG_FT,6.0,No,No,Domestic,Male,0,36 to 40,,18.0,Level-170,1.0
2.263158,1.727273,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,76.0,21.0,Level-160,1.0
0.0,,,Intl Regular,6.0,Yes,Yes,International,Male,,,,,Level-171,0.0
2.58,3.375,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,76.0,27.0,Level-170,1.0
4.047619,3.529412,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,26 to 30,,47.0,Level-170,1.0
2.583333,1.525,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,43.0,Level-160,1.0
2.833333,2.818182,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,85.0,32.0,Level-160,1.0
2.5625,2.22,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,0 to 18,,49.0,Level-161,1.0
2.76,2.56,,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-171,1.0
3.56,3.7,Other,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,100.0,44.0,Level-161,1.0
2.4375,3.227273,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,79.0,24.0,Level-160,1.0
0.386364,,English,GPOG_FT,6.0,No,No,Domestic,Female,PostSecondary,19 to 20,75.0,19.0,Level-170,0.0
2.913043,3.153846,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-160,1.0
3.125,1.892857,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,21 to 25,83.0,28.0,Level-170,1.0
4.25,3.571429,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,93.0,44.0,Level-170,1.0
3.6,2.777778,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,83.0,38.0,Level-170,1.0
3.270833,2.729167,Other,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,21 to 25,,,Level-171,1.0
3.5,3.928571,English,GPOG_FT,6.0,No,Yes,Domestic,Female,PostSecondary,31 to 35,86.0,41.0,Level-170,1.0
4.4,4.166667,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-160,1.0
4.0,3.238095,English,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,19 to 20,90.0,,Level-170,1.0
0.931818,,English,GPOG_FT,6.0,No,No,Domestic,Male,0,21 to 25,,26.0,Level-170,0.0
1.575,1.108696,Other,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,52.0,21.0,Level-141,0.0
2.16,1.166667,English,GPOG_FT,6.0,No,No,Domestic,Male,0,31 to 35,61.0,21.0,Level-160,1.0
3.020833,2.961538,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,26 to 30,,,Level-171,1.0
4.131579,3.90625,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,98.0,36.0,Level-170,1.0
2.833333,1.883333,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-161,1.0
3.325,3.318182,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-141,1.0
1.157895,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,52.0,,Level-160,0.0
3.347826,3.5,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,21 to 25,,38.0,Level-160,1.0
3.305556,3.673077,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-160,1.0
2.54,3.108696,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,66.0,12.0,Level-160,1.0
3.269231,2.105263,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,19 to 20,67.0,28.0,Level-170,1.0
0.0,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,63.0,23.0,Level-160,0.0
3.454545,3.346154,English,GPOG_FT,6.0,No,No,Domestic,Female,PostSecondary,21 to 25,69.0,25.0,Level-170,1.0
0.0,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,70.0,29.0,Level-170,0.0
2.630435,3.113636,,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,36.0,Level-161,1.0
1.4375,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,71.0,27.0,Level-170,0.0
4.021739,3.880952,Other,Intl Regular,6.0,No,No,International,Female,HighSchool,0 to 18,,44.0,Level-160,1.0
2.230769,1.785714,,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,38.0,Level-141,1.0
2.0,1.833333,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,54.0,21.0,Level-160,1.0
3.73913,4.347826,,Intl Regular,6.0,No,No,International,Female,HighSchool,19 to 20,,49.0,Level-160,1.0
0.5625,,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,21 to 25,68.0,15.0,Level-170,0.0
4.357143,4.409091,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,26 to 30,82.0,42.0,Level-170,1.0
3.804348,3.782609,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
4.130435,4.095238,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,21 to 25,80.0,44.0,Level-161,1.0
2.714286,2.722222,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,36 to 40,,25.0,Level-170,0.0
2.869565,3.16,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
0.25,,English,GPOG_FT,6.0,No,No,Domestic,Neutral,HighSchool,19 to 20,70.0,27.0,Level-170,0.0
1.857143,0.428571,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,0 to 18,74.0,24.0,Level-160,1.0
2.184211,0.5625,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,66.0,18.0,Level-170,1.0
1.805556,2.473684,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,19 to 20,,37.0,Level-161,1.0
3.766667,3.333333,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,31 to 35,90.0,,,1.0
4.058824,2.886364,Other,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,21 to 25,,,Level-171,1.0
3.895833,3.75,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,46.0,Level-171,1.0
3.02,2.2,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,86.0,20.0,Level-160,1.0
2.86,2.380952,Other,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,60.0,24.0,Level-141,1.0
3.0,2.5,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,19 to 20,75.0,26.0,Level-160,1.0
2.18,1.566667,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,65.0,,Level-170,0.0
3.818182,1.75,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,21 to 25,82.0,19.0,Level-171,1.0
3.73913,3.173077,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-161,1.0
3.145833,2.727273,Other,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,77.0,31.0,Level-161,0.0
4.1,4.047619,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-170,1.0
4.145833,3.5,English,GPOG_FT,6.0,No,No,Domestic,Male,0,19 to 20,107.0,34.0,Level-170,1.0
3.804348,3.307692,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-171,1.0
0.736842,0.833333,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,70.0,20.0,Level-170,1.0
4.16,4.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,87.0,30.0,Level-170,1.0
3.395833,3.673913,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
2.815789,1.85,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,19 to 20,,30.0,Level-141,1.0
2.369565,1.78125,,Intl Regular,6.0,No,No,International,Female,HighSchool,19 to 20,,38.0,Level-161,1.0
3.441176,1.363636,English,GPOG_FT,6.0,Yes,No,Domestic,Female,PostSecondary,21 to 25,90.0,,Level-170,0.0
3.047619,2.772727,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,21 to 25,,29.0,Level-170,1.0
0.5,1.857143,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,83.0,42.0,Level-170,0.0
3.875,4.0,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
0.0,0.0,English,GPOG_FT,6.0,No,No,Domestic,Female,0,19 to 20,66.0,27.0,Level-170,0.0
3.5,3.25,English,GPOG_FT,6.0,No,Yes,Domestic,Female,0,41 to 50,73.0,32.0,Level-171,1.0
4.428571,,English,GPOG_FT,6.0,No,No,Domestic,Female,PostSecondary,21 to 25,100.0,,Level-170,0.0
3.02,3.18,,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,45.0,Level-161,1.0
3.1,3.0,Other,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,84.0,30.0,Level-170,1.0
3.479167,3.277778,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,36 to 40,,42.0,Level-161,1.0
3.673913,3.075,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,76.0,38.0,Level-170,1.0
3.295455,3.159091,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,89.0,20.0,Level-160,1.0
3.875,4.115385,Other,Intl Regular,6.0,Yes,Yes,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
1.956522,1.738095,,Intl Regular,6.0,No,No,International,Female,HighSchool,0 to 18,,36.0,Level-161,1.0
3.22,2.857143,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,86.0,39.0,Level-170,1.0
3.479167,3.285714,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,86.0,39.0,Level-171,1.0
3.583333,1.666667,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,,35.0,Level-170,1.0
1.184211,0.136364,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,62.0,14.0,Level-160,0.0
3.285714,3.526316,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,36 to 40,71.0,34.0,Level-170,1.0
3.318182,3.565217,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,90.0,,,1.0
4.142857,4.074074,,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-170,1.0
3.181818,2.727273,English,Intl Regular,6.0,No,Yes,International,Male,HighSchool,21 to 25,,38.0,Level-170,1.0
2.368421,,English,GPOG_FT,6.0,No,Yes,Domestic,Male,0,0 to 18,74.0,25.0,Level-160,0.0
2.25,1.705882,Other,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,92.0,35.0,Level-171,1.0
0.26087,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,0,19 to 20,45.0,18.0,Level-170,0.0
3.58,2.978261,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,87.0,36.0,Level-160,1.0
2.75,2.384615,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
3.26087,2.461538,Other,Intl Regular,6.0,Yes,Yes,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
0.0,,English,Intl Regular,6.0,No,No,International,Male,0,19 to 20,67.0,6.0,Level-160,0.0
4.4375,4.32,Other,Intl Regular,6.0,No,No,International,Male,0,21 to 25,,48.0,Level-161,1.0
3.552632,3.78,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
1.928571,3.676471,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,57.0,22.0,Level-170,1.0
2.717391,2.384615,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-161,1.0
2.0,2.2,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,64.0,,Level-170,1.0
1.75,0.727273,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,58.0,17.0,Level-170,1.0
0.681818,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,68.0,16.0,Level-160,0.0
4.238095,4.086957,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,21 to 25,88.0,35.0,Level-170,1.0
0.0,0.0,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,74.0,27.0,Level-170,0.0
3.708333,4.0,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,87.0,46.0,Level-170,1.0
2.416667,2.125,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-140,1.0
2.652174,3.466667,English,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,0 to 18,72.0,20.0,Level-170,1.0
2.66,0.8,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,78.0,26.0,Level-170,0.0
1.833333,,Other,Intl Regular,6.0,No,Yes,International,Female,HighSchool,0 to 18,,38.0,Level-161,0.0
3.916667,4.166667,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,47.0,Level-160,1.0
2.175,2.25,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-161,1.0
0.333333,,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,71.0,27.0,Level-170,0.0
3.630435,3.416667,Other,Intl Regular,6.0,No,No,International,Female,PostSecondary,0 to 18,,41.0,Level-171,1.0
3.205882,2.973684,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-171,1.0
2.388889,2.692308,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-161,1.0
2.75,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,76.0,20.0,Level-170,0.0
4.043478,3.826923,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-160,1.0
3.1875,2.923077,Other,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,26 to 30,,23.0,Level-141,1.0
3.75,3.045455,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,21 to 25,,,,1.0
3.025,2.772727,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,26 to 30,,,Level-161,1.0
4.347826,4.229167,,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,31 to 35,,,Level-170,1.0
2.6,1.825,Other,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,76.0,32.0,Level-140,1.0
2.68,2.190476,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,65.0,19.0,Level-160,1.0
3.86,3.722222,English,GPOG_FT,6.0,No,No,Domestic,Male,0,21 to 25,78.0,28.0,Level-170,1.0
3.52,3.568182,,GPOG_FT,6.0,No,Yes,Domestic,Male,0,51 to 60,,40.0,Level-170,1.0
3.363636,2.444444,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-160,1.0
3.586957,3.416667,Other,Intl Regular,6.0,No,No,International,Female,HighSchool,19 to 20,,42.0,Level-161,1.0
2.891304,3.666667,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,21 to 25,,26.0,Level-161,1.0
2.0,0.0,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,0 to 18,,40.0,Level-161,1.0
1.9,2.590909,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-141,1.0
0.886364,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,,35.0,Level-170,0.0
2.75,2.958333,Other,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,19 to 20,,,Level-161,1.0
3.204545,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,84.0,28.0,Level-171,0.0
3.880952,3.894737,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,21 to 25,87.0,35.0,Level-170,1.0
4.26087,3.954545,,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,26 to 30,,48.0,Level-170,1.0
4.12,4.296296,Other,Intl Regular,6.0,Yes,Yes,International,Female,PostSecondary,21 to 25,,48.0,Level-171,1.0
2.083333,1.763158,English,GPOG_FT,6.0,No,Yes,Domestic,Male,0,21 to 25,,,Level-140,0.0
3.441176,4.0,English,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,0 to 18,94.0,27.0,Level-170,1.0
